EMPLOYEE_HISTORY_CODE,EMPLOYEE_HISTORY_PARENT,EMPLOYEE_CODE,RECORD_START_DATE,RECORD_END_DATE,POSITION_CODE,POSITION_START_DATE,MANAGER_CODE,MANAGER,MANAGER_MB,BRANCH_CODE,ORGANIZATION_CODE
30870,30644,10142,2016-05-05 00:00:00.0,2019-04-11 00:00:00.0,5100,2016-05-05 00:00:00.0,10678,Benedikt Armfelt,Benedikt Armfelt,15,5820
30119,30118,10142,2019-04-12 00:00:00.0,,5100,2016-05-05 00:00:00.0,10141,Bergren Gyllenstierna,Bergren Gyllenstierna,15,5820
30930,30647,10154,2017-03-15 00:00:00.0,2018-06-09 00:00:00.0,3200,2017-03-15 00:00:00.0,10681,Daniel Bertrand,Daniel Bertrand,23,6760
30131,30130,10154,2018-06-10 00:00:00.0,,3200,2017-03-15 00:00:00.0,10153,Philippe Lavolier,Philippe Lavolier,23,6760
30836,30651,10155,2018-08-05 00:00:00.0,2020-06-11 00:00:00.0,3600,2018-08-05 00:00:00.0,10685,Barnard Laut,Barnard Laut,37,6710
30132,30428,10155,2020-06-12 00:00:00.0,,3600,2018-08-05 00:00:00.0,10451,Katja Willborn,Katja Willborn,37,6710
30837,30651,10156,2019-07-03 00:00:00.0,2020-06-11 00:00:00.0,3700,2019-07-03 00:00:00.0,10685,Barnard Laut,Barnard Laut,37,6710
30133,30428,10156,2020-06-12 00:00:00.0,,3700,2019-07-03 00:00:00.0,10451,Katja Willborn,Katja Willborn,37,6710
30838,30651,10157,2019-06-12 00:00:00.0,2020-06-11 00:00:00.0,3700,2019-06-12 00:00:00.0,10685,Barnard Laut,Barnard Laut,37,6710
30975,30664,10333,2016-03-03 00:00:00.0,2017-05-17 00:00:00.0,4200,2016-03-03 00:00:00.0,10698,Didier Girard,Didier Girard,40,8750
30310,30192,10333,2017-05-18 00:00:00.0,,4200,2016-03-03 00:00:00.0,10215,Antje Schwarz,Antje Schwarz,40,8750
30311,30192,10334,2019-03-28 00:00:00.0,,4200,2019-03-28 00:00:00.0,10215,Antje Schwarz,Antje Schwarz,40,8750
30312,30483,10335,2019-11-27 00:00:00.0,,4800,2019-11-27 00:00:00.0,10507,Julian Harris,Julian Harris,40,8810
30313,30483,10336,2020-02-06 00:00:00.0,,4800,2020-02-06 00:00:00.0,10507,Julian Harris,Julian Harris,40,8810
30314,30483,10337,2016-12-23 00:00:00.0,,4800,2016-12-23 00:00:00.0,10507,Julian Harris,Julian Harris,40,8810
30315,30483,10338,2015-03-05 00:00:00.0,,4800,2015-03-05 00:00:00.0,10507,Julian Harris,Julian Harris,40,8810
30790,30668,10339,2016-04-10 00:00:00.0,2019-09-13 00:00:00.0,5000,2016-04-10 00:00:00.0,10702,Rolf Erler,Rolf Erler,40,8820
30316,30173,10339,2019-09-14 00:00:00.0,,4900,2019-09-14 00:00:00.0,10196,Bernard Simon,Bernard Simon,40,8820
30317,30316,10340,2020-05-24 00:00:00.0,,5000,2020-05-24 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30866,30668,10341,2016-07-14 00:00:00.0,2019-09-13 00:00:00.0,5000,2016-07-14 00:00:00.0,10702,Rolf Erler,Rolf Erler,40,8820
30343,30102,10366,2010-08-12 00:00:00.0,,1600,2010-08-12 00:00:00.0,10125,Laura Bauer,Laura Bauer,17,1750
30344,30102,10367,2010-05-26 00:00:00.0,,1700,2010-05-26 00:00:00.0,10125,Laura Bauer,Laura Bauer,17,1720
30345,30102,10368,2009-02-26 00:00:00.0,,1800,2009-02-26 00:00:00.0,10125,Laura Bauer,Laura Bauer,17,1800
30346,30348,10369,2016-12-08 00:00:00.0,,2400,2016-12-08 00:00:00.0,10371,Paula Kane,Paula Kane,24,1740
30347,30226,10370,2010-01-30 00:00:00.0,,2200,2010-01-30 00:00:00.0,10249,Emma Sommer,Emma Sommer,17,1740
30348,30341,10371,2012-11-29 00:00:00.0,,2300,2012-11-29 00:00:00.0,10364,Scott Brown,Scott Brown,17,1740
30796,30348,10372,2010-05-29 00:00:00.0,2017-11-21 00:00:00.0,2400,2010-05-29 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30349,30348,10372,2017-11-22 00:00:00.0,,2500,2017-11-22 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30797,30348,10373,2009-11-28 00:00:00.0,2017-03-03 00:00:00.0,2400,2009-11-28 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30350,30348,10373,2017-03-04 00:00:00.0,,2500,2017-03-04 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30351,30348,10374,2017-11-09 00:00:00.0,,2500,2017-11-09 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30352,30348,10375,2010-06-26 00:00:00.0,,2500,2010-06-26 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30381,30376,10404,2017-10-26 00:00:00.0,,5000,2017-10-26 00:00:00.0,10399,Tammy Sherwood,Tammy Sherwood,30,1820
30686,30080,10720,2017-01-15 00:00:00.0,,5600,2017-01-15 00:00:00.0,10103,Kwei-Ping Kao,奎平 高,33,033
30687,30084,10721,2017-09-20 00:00:00.0,,5600,2017-09-20 00:00:00.0,10107,Walter Taylor,Walter Taylor,35,035
30688,30088,10722,2014-03-07 00:00:00.0,,5500,2014-03-07 00:00:00.0,10111,Polly Linton,Polly Linton,36,036
30689,30265,10723,2013-02-08 00:00:00.0,,4400,2013-02-08 00:00:00.0,10288,Brigitte Durand,Brigitte Durand,36,6720
30850,30646,10724,2018-01-07 00:00:00.0,2020-02-26 00:00:00.0,5600,2018-01-07 00:00:00.0,10680,Antoine Dubois,Antoine Dubois,38,038
30690,30096,10724,2020-02-27 00:00:00.0,,5600,2018-01-07 00:00:00.0,10119,Gracy Gellens,Gracy Gellens,38,038
30691,30400,10725,2015-05-01 00:00:00.0,,3700,2015-05-01 00:00:00.0,10423,Martijn Buren,Martijn Buren,15,5710
30692,30407,10726,2016-10-07 00:00:00.0,,4400,2016-10-07 00:00:00.0,10430,Kim Lindgren,Kim Lindgren,15,5720
30693,30130,10727,2018-06-20 00:00:00.0,,3400,2018-06-20 00:00:00.0,10153,Philippe Lavolier,Philippe Lavolier,23,6760
30694,30136,10728,2019-03-09 00:00:00.0,,5100,2019-03-09 00:00:00.0,10159,Isaac Brule,Isaac Brule,37,6820
30695,30129,10729,2018-01-17 00:00:00.0,,5700,2018-01-17 00:00:00.0,10152,Werner Reiter,Werner Reiter,37,037
30083,30522,10106,2015-06-03 00:00:00.0,,5700,2015-06-03 00:00:00.0,10546,Cai Zhang,財 張,34,034
30943,30649,10107,2015-10-10 00:00:00.0,2018-02-22 00:00:00.0,5400,2015-10-10 00:00:00.0,10683,Dominique Morel,Dominique Morel,35,035
30084,30439,10107,2018-02-23 00:00:00.0,,5400,2015-10-10 00:00:00.0,10462,Sandrine Nuissier,Sandrine Nuissier,35,035
30085,,10108,2009-04-24 00:00:00.0,,1000,2009-04-24 00:00:00.0,,,,17,1700
30086,30084,10109,2016-12-05 00:00:00.0,,5600,2016-12-05 00:00:00.0,10107,Walter Taylor,Walter Taylor,35,035
30087,30084,10110,2014-01-05 00:00:00.0,,5700,2014-01-05 00:00:00.0,10107,Walter Taylor,Walter Taylor,35,035
30944,30649,10111,2014-02-27 00:00:00.0,2018-02-22 00:00:00.0,5400,2014-02-27 00:00:00.0,10683,Dominique Morel,Dominique Morel,36,036
30088,30439,10111,2018-02-23 00:00:00.0,,5400,2014-02-27 00:00:00.0,10462,Sandrine Nuissier,Sandrine Nuissier,36,036
30089,30088,10112,2020-03-13 00:00:00.0,,5500,2020-03-13 00:00:00.0,10111,Polly Linton,Polly Linton,36,036
30090,30265,10113,2019-01-16 00:00:00.0,,4400,2019-01-16 00:00:00.0,10288,Brigitte Durand,Brigitte Durand,36,6720
30091,30088,10114,2012-02-23 00:00:00.0,,5700,2012-02-23 00:00:00.0,10111,Polly Linton,Polly Linton,36,036
30092,30088,10115,2012-09-27 00:00:00.0,,5600,2012-09-27 00:00:00.0,10111,Polly Linton,Polly Linton,36,036
30166,30012,10189,2016-12-15 00:00:00.0,,5500,2016-12-15 00:00:00.0,10020,Maria Iacobucci,Maria Iacobucci,7,007
30911,30669,10347,2018-02-10 00:00:00.0,2018-10-09 00:00:00.0,5700,2018-02-10 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30324,30322,10347,2018-10-10 00:00:00.0,,5700,2018-02-10 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30353,30348,10376,2012-01-18 00:00:00.0,,2500,2012-01-18 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30354,30348,10377,2015-07-17 00:00:00.0,,2500,2015-07-17 00:00:00.0,10371,Paula Kane,Paula Kane,30,1740
30355,30348,10378,2013-09-27 00:00:00.0,,2600,2013-09-27 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30356,30348,10379,2015-07-22 00:00:00.0,,2600,2015-07-22 00:00:00.0,10371,Paula Kane,Paula Kane,19,1740
30357,30348,10380,2020-04-20 00:00:00.0,,2600,2020-04-20 00:00:00.0,10371,Paula Kane,Paula Kane,30,1740
30358,30348,10381,2017-02-05 00:00:00.0,,2600,2017-02-05 00:00:00.0,10371,Paula Kane,Paula Kane,21,1740
30359,30421,10382,2012-12-24 00:00:00.0,,1300,2012-12-24 00:00:00.0,10444,Steven Henderson,Steven Henderson,35,6740
30360,30342,10383,2013-07-07 00:00:00.0,,3100,2013-07-07 00:00:00.0,10365,Dennis Bergman,Dennis Bergman,17,1760
30361,30360,10384,2017-02-11 00:00:00.0,,3200,2017-02-11 00:00:00.0,10383,Serge Pettigrew,Serge Pettigrew,17,1760
30362,30360,10385,2013-05-31 00:00:00.0,,3300,2013-05-31 00:00:00.0,10383,Serge Pettigrew,Serge Pettigrew,17,1760
30363,30360,10386,2013-06-01 00:00:00.0,,3400,2013-06-01 00:00:00.0,10383,Serge Pettigrew,Serge Pettigrew,30,1760
30364,30341,10387,2017-07-23 00:00:00.0,,3500,2017-07-23 00:00:00.0,10364,Scott Brown,Scott Brown,24,1710
30400,30386,10423,2015-04-23 00:00:00.0,,3500,2015-04-23 00:00:00.0,10409,Dirk Bakker,Dirk Bakker,9,5710
30401,30400,10424,2020-01-05 00:00:00.0,,3600,2020-01-05 00:00:00.0,10423,Martijn Buren,Martijn Buren,31,5710
30402,30114,10425,2020-03-06 00:00:00.0,,4000,2020-03-06 00:00:00.0,10137,Axel Armfelt,Axel Armfelt,31,5730
30403,30115,10426,2018-11-28 00:00:00.0,,4200,2018-11-28 00:00:00.0,10138,Eduwart Adams,Eduwart Adams,9,5750
30404,30115,10427,2016-04-17 00:00:00.0,,4200,2014-08-24 00:00:00.0,10138,Eduwart Adams,Eduwart Adams,15,5750
30871,30644,10437,2014-01-30 00:00:00.0,2019-04-11 00:00:00.0,5100,2014-01-30 00:00:00.0,10678,Benedikt Armfelt,Benedikt Armfelt,31,5820
30414,30118,10437,2019-04-12 00:00:00.0,,5100,2014-01-30 00:00:00.0,10141,Bergren Gyllenstierna,Bergren Gyllenstierna,31,5820
30415,30107,10438,2015-11-04 00:00:00.0,,5200,2015-11-04 00:00:00.0,10130,Aron Adelsvärd,Aron Adelsvärd,31,5800
30823,30645,10439,2015-07-01 00:00:00.0,2020-07-01 00:00:00.0,5400,2015-07-01 00:00:00.0,10679,Katrine Lagerfelt,Katrine Lagerfelt,31,031
30416,30120,10439,2020-07-02 00:00:00.0,,5400,2015-07-01 00:00:00.0,10143,Basmus Gripenskiöld,Basmus Gripenskiöld,31,031
30486,30173,10510,2015-02-25 00:00:00.0,,5200,2015-02-25 00:00:00.0,10196,Bernard Simon,Bernard Simon,40,8800
30487,30056,10511,2018-12-05 00:00:00.0,,4000,2018-12-05 00:00:00.0,10076,Florence Martin,Florence Martin,14,6730
30488,30129,10512,2018-01-18 00:00:00.0,,5500,2018-01-18 00:00:00.0,10152,Werner Reiter,Werner Reiter,37,037
30489,30056,10513,2020-01-08 00:00:00.0,,4000,2020-01-08 00:00:00.0,10076,Florence Martin,Florence Martin,35,6730
30532,30528,10556,2017-02-23 00:00:00.0,,4700,2017-01-28 00:00:00.0,10552,Shujuan Hu,淑娟 胡,34,4810
30533,30532,10557,2020-05-18 00:00:00.0,,4800,2020-05-18 00:00:00.0,10556,Ting Guo,婷 郭,34,4810
30534,30516,10558,2019-03-21 00:00:00.0,,2500,2019-03-21 00:00:00.0,10540,Anling Zhang,安玲 張,25,4740
30535,30064,10559,2014-04-02 00:00:00.0,,5400,2014-04-02 00:00:00.0,10087,Kazumi Uragome,和美 裏込,25,025
30536,30544,10560,2016-06-06 00:00:00.0,,3900,2015-10-01 00:00:00.0,10568,Kouhei Kimura,康平 木村,25,4730
30537,30629,10561,2016-11-21 00:00:00.0,,2100,2016-11-21 00:00:00.0,10653,Meifeng Toh,美鳳 桌,25,4740
30538,30630,10562,2016-12-15 00:00:00.0,,3400,2016-12-15 00:00:00.0,10654,Liling Guo,麗玲 郭,25,4760
30539,30531,10563,2015-12-03 00:00:00.0,,4900,2015-12-03 00:00:00.0,10555,An Li,安 李,26,4820
30540,30562,10564,2017-03-23 00:00:00.0,,5100,2017-03-23 00:00:00.0,10586,Hye-Yul Choi,혜율 최,25,4820
30541,30064,10565,2014-09-04 00:00:00.0,,5400,2014-09-04 00:00:00.0,10087,Kazumi Uragome,和美 裏込,26,026
30542,30085,10566,2014-12-11 00:00:00.0,,1200,2014-12-11 00:00:00.0,10108,Penelope Tamrine,Penelope Tamrine,26,4700
30543,30528,10567,2019-09-18 00:00:00.0,,4600,2019-09-18 00:00:00.0,10552,Shujuan Hu,淑娟 胡,26,4810
30424,30616,10447,2016-10-14 00:00:00.0,,2500,2014-09-17 00:00:00.0,10640,Helen Jones,Helen Jones,35,6740
30931,30647,10448,2015-03-05 00:00:00.0,2018-06-09 00:00:00.0,3300,2015-03-05 00:00:00.0,10681,Daniel Bertrand,Daniel Bertrand,6,6760
30425,30130,10448,2018-06-10 00:00:00.0,,3300,2015-03-05 00:00:00.0,10153,Philippe Lavolier,Philippe Lavolier,6,6760
30932,30647,10449,2015-09-02 00:00:00.0,2018-06-09 00:00:00.0,3300,2015-09-02 00:00:00.0,10681,Daniel Bertrand,Daniel Bertrand,6,6760
30426,30130,10449,2018-06-10 00:00:00.0,,3300,2015-09-02 00:00:00.0,10153,Philippe Lavolier,Philippe Lavolier,6,6760
30427,30437,10450,2018-05-03 00:00:00.0,,5100,2018-05-03 00:00:00.0,10460,Daniel Hart,Daniel Hart,35,6820
30805,30651,10451,2018-02-24 00:00:00.0,2020-06-11 00:00:00.0,3600,2018-02-24 00:00:00.0,10685,Barnard Laut,Barnard Laut,37,6710
30428,30359,10451,2020-06-12 00:00:00.0,,3500,2020-06-12 00:00:00.0,10382,Susan Keon,Susan Keon,37,6710
30429,30252,10452,2013-10-02 00:00:00.0,,4100,2013-10-02 00:00:00.0,10275,Adrienne Roche,Adrienne Roche,6,6750
30430,30429,10453,2018-06-06 00:00:00.0,,4200,2018-06-06 00:00:00.0,10452,Jane Dean,Jane Dean,6,6750
30431,30429,10454,2020-05-22 00:00:00.0,,4200,2020-05-22 00:00:00.0,10452,Jane Dean,Jane Dean,6,6750
30432,30135,10455,2019-11-21 00:00:00.0,,4400,2019-11-21 00:00:00.0,10158,Johann Wagner,Johann Wagner,38,6720
30469,30300,10493,2020-06-27 00:00:00.0,,3300,2017-09-15 00:00:00.0,10323,Aaghie Heiman,Aaghie Heiman,40,8760
30470,30169,10494,2015-03-19 00:00:00.0,,3500,2015-03-19 00:00:00.0,10192,Alexander Schmuker,Alexander Schmuker,40,8710
30471,30470,10495,2020-04-02 00:00:00.0,,3600,2020-04-02 00:00:00.0,10494,Jennifer Chambers,Jennifer Chambers,40,8710
30472,30470,10496,2020-06-14 00:00:00.0,,3700,2020-06-14 00:00:00.0,10494,Jennifer Chambers,Jennifer Chambers,40,8710
30473,30285,10497,2019-11-14 00:00:00.0,,3800,2019-11-14 00:00:00.0,10308,Adriana Iacobucci,Adriana Iacobucci,40,8730
30860,30661,10498,2014-12-24 00:00:00.0,2019-11-13 00:00:00.0,3900,2014-12-24 00:00:00.0,10695,Michel Martin,Michel Martin,40,8730
30474,30473,10498,2019-11-14 00:00:00.0,,3900,2014-12-24 00:00:00.0,10497,Anja Breitfeld,Anja Breitfeld,40,8730
30475,30192,10499,2020-06-05 00:00:00.0,,4200,2020-06-05 00:00:00.0,10215,Antje Schwarz,Antje Schwarz,40,8750
30976,30664,10500,2014-03-01 00:00:00.0,2017-05-17 00:00:00.0,4200,2014-03-01 00:00:00.0,10698,Didier Girard,Didier Girard,40,8750
30476,30192,10500,2017-05-18 00:00:00.0,,4200,2014-03-01 00:00:00.0,10215,Antje Schwarz,Antje Schwarz,40,8750
30477,30172,10501,2017-04-19 00:00:00.0,,4300,2017-04-19 00:00:00.0,10195,Henri Borre,Henri Borre,40,8720
30478,30172,10502,2014-10-10 00:00:00.0,,4300,2014-10-10 00:00:00.0,10195,Henri Borre,Henri Borre,40,8720
30020,30022,10028,2018-10-27 00:00:00.0,,5500,2018-10-27 00:00:00.0,10030,Karin Bergström,Karin Bergström,15,015
30021,30022,10029,2014-01-17 00:00:00.0,,5600,2014-01-17 00:00:00.0,10030,Karin Bergström,Karin Bergström,15,015
30827,30645,10030,2016-01-27 00:00:00.0,2020-07-01 00:00:00.0,5400,2016-01-27 00:00:00.0,10679,Katrine Lagerfelt,Katrine Lagerfelt,15,015
30022,30120,10030,2020-07-02 00:00:00.0,,5400,2016-01-27 00:00:00.0,10143,Basmus Gripenskiöld,Basmus Gripenskiöld,15,015
30023,30225,10043,2014-03-23 00:00:00.0,,3800,2014-03-23 00:00:00.0,10248,Giselle Willborn,Giselle Willborn,17,1730
30024,30026,10044,2012-12-10 00:00:00.0,,5800,2012-12-10 00:00:00.0,10046,Sherry Rowland,Sherry Rowland,17,1810
30025,30027,10045,2016-03-04 00:00:00.0,,5400,2016-03-04 00:00:00.0,10047,Frank Bretton,Frank Bretton,17,017
30026,30052,10046,2013-03-28 00:00:00.0,,4700,2013-03-28 00:00:00.0,10072,Greg Belding,Greg Belding,17,1810
30027,30382,10047,2012-09-10 00:00:00.0,,5300,2012-09-10 00:00:00.0,10405,Donald Gardner,Donald Gardner,17,1800
30028,30027,10048,2016-01-28 00:00:00.0,,5400,2016-01-28 00:00:00.0,10047,Frank Bretton,Frank Bretton,18,018
30029,30028,10049,2017-01-02 00:00:00.0,,5500,2017-01-02 00:00:00.0,10048,Georges Saint-Germain,Georges Saint-Germain,18,018
30030,30028,10050,2016-01-28 00:00:00.0,,5700,2015-01-28 00:00:00.0,10048,Georges Saint-Germain,Georges Saint-Germain,18,018
30031,30028,10051,2016-05-12 00:00:00.0,,5600,2016-05-12 00:00:00.0,10048,Georges Saint-Germain,Georges Saint-Germain,18,018
30032,30028,10052,2016-02-24 00:00:00.0,,5500,2016-02-24 00:00:00.0,10048,Georges Saint-Germain,Georges Saint-Germain,18,018
30033,30027,10053,2013-09-08 00:00:00.0,,5400,2013-09-08 00:00:00.0,10047,Frank Bretton,Frank Bretton,19,019
30034,30052,10054,2010-05-22 00:00:00.0,,4700,2010-05-22 00:00:00.0,10072,Greg Belding,Greg Belding,19,1810
30035,30033,10055,2016-07-02 00:00:00.0,,5500,2016-07-02 00:00:00.0,10053,Alex Rodriguez,Alex Rodriguez,19,019
30036,30033,10056,2015-08-13 00:00:00.0,,5600,2015-08-13 00:00:00.0,10053,Alex Rodriguez,Alex Rodriguez,19,019
30037,30027,10057,2013-05-02 00:00:00.0,,5400,2013-05-02 00:00:00.0,10047,Frank Bretton,Frank Bretton,20,020
30038,30023,10058,2014-10-05 00:00:00.0,,3900,2014-10-05 00:00:00.0,10043,Martine Vachon,Martine Vachon,17,1730
30039,30037,10059,2013-06-19 00:00:00.0,,5700,2013-06-19 00:00:00.0,10057,Samantha Floyd,Samantha Floyd,20,020
30040,30037,10060,2014-02-12 00:00:00.0,,5600,2014-02-12 00:00:00.0,10057,Samantha Floyd,Samantha Floyd,20,020
30881,30637,10061,2013-08-15 00:00:00.0,2019-02-16 00:00:00.0,5400,2013-08-15 00:00:00.0,10671,Nicole Steinberg,Nicole Steinberg,22,022
30041,30051,10061,2019-02-17 00:00:00.0,,5400,2013-08-15 00:00:00.0,10071,Estelle Johnson,Estelle Johnson,22,022
30929,30647,10116,2017-07-15 00:00:00.0,2018-06-09 00:00:00.0,3300,2017-07-15 00:00:00.0,10681,Daniel Bertrand,Daniel Bertrand,35,6760
30093,30130,10116,2018-06-10 00:00:00.0,,3300,2017-07-15 00:00:00.0,10153,Philippe Lavolier,Philippe Lavolier,35,6760
30094,30129,10117,2018-12-06 00:00:00.0,,5600,2018-12-06 00:00:00.0,10152,Werner Reiter,Werner Reiter,37,037
30095,30129,10118,2018-01-06 00:00:00.0,,5600,2018-01-06 00:00:00.0,10152,Werner Reiter,Werner Reiter,37,037
30774,30646,10119,2018-01-06 00:00:00.0,2020-02-26 00:00:00.0,5700,2018-01-06 00:00:00.0,10680,Antoine Dubois,Antoine Dubois,38,038
30096,30439,10119,2020-02-27 00:00:00.0,,5400,2020-02-27 00:00:00.0,10462,Sandrine Nuissier,Sandrine Nuissier,38,038
30097,30096,10120,2020-05-28 00:00:00.0,,5600,2020-05-28 00:00:00.0,10119,Gracy Gellens,Gracy Gellens,38,038
30848,30646,10121,2018-01-07 00:00:00.0,2020-02-26 00:00:00.0,5500,2018-01-07 00:00:00.0,10680,Antoine Dubois,Antoine Dubois,38,038
30098,30096,10121,2020-02-27 00:00:00.0,,5500,2018-01-07 00:00:00.0,10119,Gracy Gellens,Gracy Gellens,38,038
30849,30646,10122,2018-01-07 00:00:00.0,2020-02-26 00:00:00.0,5700,2018-01-07 00:00:00.0,10680,Antoine Dubois,Antoine Dubois,38,038
30099,30096,10122,2020-02-27 00:00:00.0,,5700,2018-01-07 00:00:00.0,10119,Gracy Gellens,Gracy Gellens,38,038
30100,30161,10123,2018-06-22 00:00:00.0,,5100,2018-06-22 00:00:00.0,10184,Paul Muller,Paul Muller,39,7820
30934,30806,10124,2016-12-02 00:00:00.0,2018-04-04 00:00:00.0,5700,2016-12-02 00:00:00.0,10486,Fabian Tibor,Fabian Tibor,39,039
30101,30461,10124,2018-04-05 00:00:00.0,,5700,2016-12-02 00:00:00.0,10484,Florian Keschmann,Florian Keschmann,39,039
30102,30085,10125,2009-08-20 00:00:00.0,,1200,2009-08-20 00:00:00.0,10108,Penelope Tamrine,Penelope Tamrine,17,1700
30103,30226,10126,2010-12-26 00:00:00.0,,2100,2010-12-26 00:00:00.0,10249,Emma Sommer,Emma Sommer,17,1740
30104,30061,10127,2018-12-12 00:00:00.0,,4800,2018-12-12 00:00:00.0,10081,Gabriela Rojas,Gabriela Rojas,21,1810
30884,30637,10128,2016-07-29 00:00:00.0,2019-02-16 00:00:00.0,5400,2016-07-29 00:00:00.0,10671,Nicole Steinberg,Nicole Steinberg,24,024
30105,30051,10128,2019-02-17 00:00:00.0,,5400,2016-07-29 00:00:00.0,10071,Estelle Johnson,Estelle Johnson,24,024
31017,30025,10129,2016-03-04 00:00:00.0,2019-07-24 00:00:00.0,5600,2014-04-05 00:00:00.0,10045,Sally White,Sally White,17,017
30106,30025,10129,2019-07-25 00:00:00.0,,5700,2019-07-25 00:00:00.0,10045,Sally White,Sally White,17,017
30107,30385,10130,2014-09-28 00:00:00.0,,1800,2014-09-28 00:00:00.0,10408,Arjan Schuman,Arjan Schuman,15,5800
30108,30391,10131,2016-12-10 00:00:00.0,,2100,2016-12-10 00:00:00.0,10414,Kaarlo Laine,Kaarlo Laine,15,5740
30109,30387,10132,2015-11-11 00:00:00.0,,3100,2015-11-11 00:00:00.0,10410,Kaatje Janssen,Kaatje Janssen,9,5760
30618,30422,10642,2015-03-01 00:00:00.0,,2000,2015-03-01 00:00:00.0,10445,Ian Roberts,Ian Roberts,35,6740
30619,30422,10643,2020-03-06 00:00:00.0,,2200,2020-03-06 00:00:00.0,10445,Ian Roberts,Ian Roberts,6,6740
30620,30421,10644,2012-11-08 00:00:00.0,,1500,2012-11-08 00:00:00.0,10444,Steven Henderson,Steven Henderson,14,6730
30621,30433,10645,2018-04-18 00:00:00.0,,4800,2018-04-18 00:00:00.0,10456,Jeanne Bertrand,Jeanne Bertrand,38,6810
30817,30433,10646,2016-06-03 00:00:00.0,2017-07-08 00:00:00.0,4800,2016-06-03 00:00:00.0,10456,Jeanne Bertrand,Jeanne Bertrand,38,6810
30707,30454,10741,2016-06-04 00:00:00.0,,2400,2016-06-04 00:00:00.0,10477,Roberto Fusillo,Roberto Fusillo,29,7740
30965,30663,10743,2015-10-14 00:00:00.0,2017-10-05 00:00:00.0,2200,2015-10-14 00:00:00.0,10697,Alexandre Thomas,Alexandre Thomas,40,8740
30709,30174,10743,2017-10-06 00:00:00.0,,2200,2015-10-14 00:00:00.0,10197,Bertrand Michel,Bertrand Michel,40,8740
30710,30473,10744,2019-11-22 00:00:00.0,,4000,2019-11-22 00:00:00.0,10497,Anja Breitfeld,Anja Breitfeld,40,8730
30711,30483,10745,2014-09-27 00:00:00.0,,4800,2014-09-27 00:00:00.0,10507,Julian Harris,Julian Harris,40,8810
30712,30463,10746,2018-11-29 00:00:00.0,,5500,2018-11-29 00:00:00.0,10487,Clara Bordoy,Clara Bordoy,29,029
30713,30348,10747,2012-12-07 00:00:00.0,,2600,2012-12-07 00:00:00.0,10371,Paula Kane,Paula Kane,30,1740
30714,30360,10748,2013-07-17 00:00:00.0,,3200,2013-07-17 00:00:00.0,10383,Serge Pettigrew,Serge Pettigrew,17,1760
30717,30073,10751,2017-03-15 00:00:00.0,,5500,2017-03-15 00:00:00.0,10096,Bayard Lopes,Bayard Lopes,30,030
30718,30109,10752,2017-11-19 00:00:00.0,,3300,2017-11-19 00:00:00.0,10132,Christiaan Cabrera,Christiaan Cabrera,9,5760
30719,30114,10753,2017-11-08 00:00:00.0,,4000,2017-11-08 00:00:00.0,10137,Axel Armfelt,Axel Armfelt,31,5730
30720,30115,10754,2016-04-25 00:00:00.0,,4200,2016-04-25 00:00:00.0,10138,Eduwart Adams,Eduwart Adams,31,5750
30060,30105,10080,2020-02-21 00:00:00.0,,5700,2020-02-21 00:00:00.0,10128,Gepetto Perez,Gepetto Perez,24,024
30061,30052,10081,2016-07-30 00:00:00.0,,4700,2016-07-30 00:00:00.0,10072,Greg Belding,Greg Belding,21,1810
30062,30535,10083,2020-03-09 00:00:00.0,,5500,2020-03-09 00:00:00.0,10559,Masao Hayashi,正男 林,25,025
30063,30535,10085,2014-06-19 00:00:00.0,,5700,2014-06-19 00:00:00.0,10559,Masao Hayashi,正男 林,25,025
30064,30552,10087,2015-10-02 00:00:00.0,,5300,2015-10-02 00:00:00.0,10576,Genzo Imori,源蔵 井森,26,4800
30065,30541,10088,2016-07-29 00:00:00.0,,5700,2016-07-29 00:00:00.0,10565,Kenzo Inoue,三健 井上,26,026
30769,30676,10089,2018-01-06 00:00:00.0,2020-01-24 00:00:00.0,5700,2018-01-06 00:00:00.0,10710,Karen Donnelly,Karen Donnelly,28,028
30873,30642,10265,2017-08-20 00:00:00.0,2019-04-02 00:00:00.0,2500,2017-08-20 00:00:00.0,10676,Gerda  Cronhielm,Gerda  Cronhielm,9,5740
30242,30236,10265,2019-04-03 00:00:00.0,,2500,2017-08-20 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,9,5740
30243,30109,10266,2020-04-13 00:00:00.0,,3400,2020-04-13 00:00:00.0,10132,Christiaan Cabrera,Christiaan Cabrera,15,5760
